candidate_id,gender,ethnicity,age,degree,field_of_study,university,gpa,years_experience,num_skills,skills,job_title_applied,prev_companies,resume_text,shortlisted
CAND-0727,Female,Asian,31,Master,Mathematics,Bristol University,3.44,12,10,NLP|Communication|Tableau|Deep Learning|Data Analysis|Statistics|JavaScript|R|Kubernetes|Team Collaboration,Data Analyst,3,"Experienced professional with 12 years of experience. Holds a Master in Mathematics. Key skills include: NLP, Communication, Tableau, Deep Learning, Data Analysis, Statistics, JavaScript, R, Kubernetes, Team Collaboration. Proven track record of delivering results in dynamic environments.",1
CAND-0728,Female,Hispanic,52,Bachelor,Economics,University of London,3.34,2,8,Leadership|Excel|Project Management|Kubernetes|Data Analysis|TensorFlow|Machine Learning|Team Collaboration,ML Engineer,3,"Experienced professional with 2 years of experience. Holds a Bachelor in Economics. Key skills include: Leadership, Excel, Project Management, Kubernetes, Data Analysis, TensorFlow, Machine Learning, Team Collaboration. Proven track record of delivering results in dynamic environments.",1
CAND-0729,Male,Hispanic,22,PhD,Engineering,Birmingham University,2.73,1,9,Deep Learning|Machine Learning|R|JavaScript|SQL|TensorFlow|C++|Statistics|Kubernetes,Data Scientist,3,"Experienced professional with 1 years of experience. Holds a PhD in Engineering. Key skills include: Deep Learning, Machine Learning, R, JavaScript, SQL, TensorFlow, C++, Statistics, Kubernetes. Proven track record of delivering results in dynamic environments.",1
CAND-0730,Female,White,38,PhD,Business Administration,Birmingham University,2.46,14,5,Java|NLP|TensorFlow|C++|SQL,Business Analyst,1,"Experienced professional with 14 years of experience. Holds a PhD in Business Administration. Key skills include: Java, NLP, TensorFlow, C++, SQL. Proven track record of delivering results in dynamic environments.",1
CAND-0731,Female,Hispanic,30,Master,Computer Science,Birmingham University,2.46,15,10,Machine Learning|C++|Java|R|Deep Learning|SQL|Project Management|React|Kubernetes|Agile,Data Scientist,3,"Experienced professional with 15 years of experience. Holds a Master in Computer Science. Key skills include: Machine Learning, C++, Java, R, Deep Learning, SQL, Project Management, React, Kubernetes, Agile. Proven track record of delivering results in dynamic environments.",1
CAND-0732,Male,White,35,Master,Mathematics,University of London,3.16,3,10,Kubernetes|Deep Learning|Project Management|Statistics|Git|NLP|Agile|Python|TensorFlow|Docker,Product Manager,2,"Experienced professional with 3 years of experience. Holds a Master in Mathematics. Key skills include: Kubernetes, Deep Learning, Project Management, Statistics, Git, NLP, Agile, Python, TensorFlow, Docker. Proven track record of delivering results in dynamic environments.",1
CAND-0733,Female,White,54,Master,Mathematics,Sheffield University,2.53,7,8,TensorFlow|Problem Solving|C++|JavaScript|Excel|Agile|Machine Learning|Communication,Data Analyst,0,"Experienced professional with 7 years of experience. Holds a Master in Mathematics. Key skills include: TensorFlow, Problem Solving, C++, JavaScript, Excel, Agile, Machine Learning, Communication. Proven track record of delivering results in dynamic environments.",1
CAND-0734,Male,Other,52,Master,Business Administration,Manchester University,3.52,9,4,Agile|R|Deep Learning|Problem Solving,Product Manager,1,"Experienced professional with 9 years of experience. Holds a Master in Business Administration. Key skills include: Agile, R, Deep Learning, Problem Solving. Proven track record of delivering results in dynamic environments.",1
CAND-0735,Male,White,36,Bachelor,Mathematics,Bristol University,3.53,15,4,Problem Solving|Excel|NLP|Project Management,Product Manager,5,"Experienced professional with 15 years of experience. Holds a Bachelor in Mathematics. Key skills include: Problem Solving, Excel, NLP, Project Management. Proven track record of delivering results in dynamic environments.",1
CAND-0736,Male,White,47,PhD,Business Administration,University of Leeds,2.65,15,12,Docker|Git|TensorFlow|Leadership|Team Collaboration|React|Excel|Tableau|Data Analysis|Statistics|Communication|C++,ML Engineer,5,"Experienced professional with 15 years of experience. Holds a PhD in Business Administration. Key skills include: Docker, Git, TensorFlow, Leadership, Team Collaboration, React, Excel, Tableau, Data Analysis, Statistics, Communication, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0737,Male,White,47,PhD,Computer Science,Cardiff University,2.11,13,8,Deep Learning|Data Analysis|Agile|TensorFlow|Python|Project Management|NLP|Problem Solving,ML Engineer,2,"Experienced professional with 13 years of experience. Holds a PhD in Computer Science. Key skills include: Deep Learning, Data Analysis, Agile, TensorFlow, Python, Project Management, NLP, Problem Solving. Proven track record of delivering results in dynamic environments.",1
CAND-0738,Male,White,46,Bachelor,Engineering,Birmingham University,3.24,14,7,Machine Learning|SQL|Leadership|Communication|R|React|Statistics,Data Analyst,0,"Experienced professional with 14 years of experience. Holds a Bachelor in Engineering. Key skills include: Machine Learning, SQL, Leadership, Communication, R, React, Statistics. Proven track record of delivering results in dynamic environments.",1
CAND-0739,Female,White,53,Bachelor,Economics,University of London,2.2,10,7,C++|Tableau|Agile|Excel|Machine Learning|React|Data Analysis,Business Analyst,0,"Experienced professional with 10 years of experience. Holds a Bachelor in Economics. Key skills include: C++, Tableau, Agile, Excel, Machine Learning, React, Data Analysis. Proven track record of delivering results in dynamic environments.",1
CAND-0740,Male,Black,48,PhD,Business Administration,Sheffield University,3.15,2,10,Leadership|R|Statistics|C++|TensorFlow|Problem Solving|JavaScript|Excel|Python|Data Analysis,Data Scientist,5,"Experienced professional with 2 years of experience. Holds a PhD in Business Administration. Key skills include: Leadership, R, Statistics, C++, TensorFlow, Problem Solving, JavaScript, Excel, Python, Data Analysis. Proven track record of delivering results in dynamic environments.",1
CAND-0741,Female,White,45,Diploma,Other,Birmingham University,2.37,14,6,Agile|Tableau|R|Project Management|TensorFlow|Deep Learning,Product Manager,5,"Experienced professional with 14 years of experience. Holds a Diploma in Other. Key skills include: Agile, Tableau, R, Project Management, TensorFlow, Deep Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0742,Female,White,48,Bachelor,Other,University of London,3.66,1,11,Tableau|Python|Statistics|Docker|Java|JavaScript|R|C++|React|Excel|NLP,ML Engineer,5,"Experienced professional with 1 years of experience. Holds a Bachelor in Other. Key skills include: Tableau, Python, Statistics, Docker, Java, JavaScript, R, C++, React, Excel, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0743,Male,White,27,None,Data Science,Other Institution,2.32,2,12,Agile|NLP|Deep Learning|Project Management|SQL|Docker|TensorFlow|Kubernetes|C++|Data Analysis|R|Communication,Data Scientist,1,"Experienced professional with 2 years of experience. Holds a None in Data Science. Key skills include: Agile, NLP, Deep Learning, Project Management, SQL, Docker, TensorFlow, Kubernetes, C++, Data Analysis, R, Communication. Proven track record of delivering results in dynamic environments.",0
CAND-0744,Female,White,55,PhD,Economics,University of London,2.8,9,3,NLP|AWS|Python,Data Scientist,1,"Experienced professional with 9 years of experience. Holds a PhD in Economics. Key skills include: NLP, AWS, Python. Proven track record of delivering results in dynamic environments.",1
CAND-0745,Male,White,36,Master,Psychology,Other Institution,2.92,6,12,Tableau|Team Collaboration|Statistics|Data Analysis|Project Management|Problem Solving|Deep Learning|Excel|Communication|Machine Learning|Python|TensorFlow,Product Manager,0,"Experienced professional with 6 years of experience. Holds a Master in Psychology. Key skills include: Tableau, Team Collaboration, Statistics, Data Analysis, Project Management, Problem Solving, Deep Learning, Excel, Communication, Machine Learning, Python, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0746,Female,White,26,Bachelor,Psychology,Birmingham University,3.32,6,7,Communication|Docker|TensorFlow|Leadership|Project Management|Tableau|Python,Software Engineer,3,"Experienced professional with 6 years of experience. Holds a Bachelor in Psychology. Key skills include: Communication, Docker, TensorFlow, Leadership, Project Management, Tableau, Python. Proven track record of delivering results in dynamic environments.",1
CAND-0747,Male,Mixed,23,Bachelor,Engineering,Cardiff University,2.1,14,9,Project Management|Kubernetes|AWS|Statistics|Machine Learning|SQL|Communication|JavaScript|C++,Data Scientist,1,"Experienced professional with 14 years of experience. Holds a Bachelor in Engineering. Key skills include: Project Management, Kubernetes, AWS, Statistics, Machine Learning, SQL, Communication, JavaScript, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0748,Female,White,53,Master,Psychology,Bristol University,2.83,6,4,JavaScript|Tableau|React|TensorFlow,Product Manager,0,"Experienced professional with 6 years of experience. Holds a Master in Psychology. Key skills include: JavaScript, Tableau, React, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0749,Female,White,46,PhD,Economics,Manchester University,2.71,9,4,Docker|Deep Learning|Excel|Leadership,Business Analyst,0,"Experienced professional with 9 years of experience. Holds a PhD in Economics. Key skills include: Docker, Deep Learning, Excel, Leadership. Proven track record of delivering results in dynamic environments.",1
CAND-0750,Female,Black,52,Bachelor,Mathematics,Bristol University,2.09,7,5,Statistics|Python|Data Analysis|JavaScript|Team Collaboration,Data Analyst,0,"Experienced professional with 7 years of experience. Holds a Bachelor in Mathematics. Key skills include: Statistics, Python, Data Analysis, JavaScript, Team Collaboration. Proven track record of delivering results in dynamic environments.",0
CAND-0751,Male,Black,40,Bachelor,Economics,University of Leeds,2.84,5,11,Data Analysis|Git|Problem Solving|Communication|Tableau|Machine Learning|Team Collaboration|Python|React|Project Management|Kubernetes,Data Analyst,5,"Experienced professional with 5 years of experience. Holds a Bachelor in Economics. Key skills include: Data Analysis, Git, Problem Solving, Communication, Tableau, Machine Learning, Team Collaboration, Python, React, Project Management, Kubernetes. Proven track record of delivering results in dynamic environments.",1
CAND-0752,Male,Black,42,Bachelor,Computer Science,Bristol University,2.06,15,3,Git|Data Analysis|Docker,Data Scientist,4,"Experienced professional with 15 years of experience. Holds a Bachelor in Computer Science. Key skills include: Git, Data Analysis, Docker. Proven track record of delivering results in dynamic environments.",1
CAND-0753,Male,Asian,55,Bachelor,Data Science,University of London,2.7,7,4,Docker|SQL|Machine Learning|React,Data Analyst,3,"Experienced professional with 7 years of experience. Holds a Bachelor in Data Science. Key skills include: Docker, SQL, Machine Learning, React. Proven track record of delivering results in dynamic environments.",1
CAND-0754,Female,White,30,Diploma,Computer Science,Sheffield University,2.95,8,5,R|Problem Solving|C++|Tableau|NLP,Business Analyst,5,"Experienced professional with 8 years of experience. Holds a Diploma in Computer Science. Key skills include: R, Problem Solving, C++, Tableau, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0755,Male,White,34,Bachelor,Business Administration,University of Leeds,2.45,2,4,Team Collaboration|AWS|Excel|NLP,Data Scientist,1,"Experienced professional with 2 years of experience. Holds a Bachelor in Business Administration. Key skills include: Team Collaboration, AWS, Excel, NLP. Proven track record of delivering results in dynamic environments.",0
CAND-0756,Male,White,41,Bachelor,Other,Other Institution,3.03,8,5,R|Docker|Tableau|Problem Solving|Data Analysis,Product Manager,5,"Experienced professional with 8 years of experience. Holds a Bachelor in Other. Key skills include: R, Docker, Tableau, Problem Solving, Data Analysis. Proven track record of delivering results in dynamic environments.",1
CAND-0757,Female,White,46,Master,Engineering,University of Leeds,2.03,1,6,Communication|AWS|R|Python|Statistics|React,Data Analyst,2,"Experienced professional with 1 years of experience. Holds a Master in Engineering. Key skills include: Communication, AWS, R, Python, Statistics, React. Proven track record of delivering results in dynamic environments.",0
CAND-0758,Male,Hispanic,47,Master,Engineering,Nottingham University,3.24,14,4,Git|TensorFlow|Deep Learning|Kubernetes,Product Manager,2,"Experienced professional with 14 years of experience. Holds a Master in Engineering. Key skills include: Git, TensorFlow, Deep Learning, Kubernetes. Proven track record of delivering results in dynamic environments.",1
CAND-0759,Male,Hispanic,38,Bachelor,Other,Other Institution,2.91,3,8,Kubernetes|JavaScript|TensorFlow|SQL|Tableau|Docker|Python|C++,Software Engineer,0,"Experienced professional with 3 years of experience. Holds a Bachelor in Other. Key skills include: Kubernetes, JavaScript, TensorFlow, SQL, Tableau, Docker, Python, C++. Proven track record of delivering results in dynamic environments.",0
CAND-0760,Male,White,29,Bachelor,Mathematics,University of Leeds,3.75,9,10,Docker|C++|SQL|JavaScript|Communication|AWS|Problem Solving|Project Management|Data Analysis|Leadership,Data Scientist,1,"Experienced professional with 9 years of experience. Holds a Bachelor in Mathematics. Key skills include: Docker, C++, SQL, JavaScript, Communication, AWS, Problem Solving, Project Management, Data Analysis, Leadership. Proven track record of delivering results in dynamic environments.",1
CAND-0761,Female,White,31,Master,Computer Science,Other Institution,2.73,7,11,Communication|Tableau|Kubernetes|Machine Learning|Team Collaboration|NLP|Leadership|Data Analysis|Docker|Project Management|C++,Data Scientist,3,"Experienced professional with 7 years of experience. Holds a Master in Computer Science. Key skills include: Communication, Tableau, Kubernetes, Machine Learning, Team Collaboration, NLP, Leadership, Data Analysis, Docker, Project Management, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0762,Male,Hispanic,48,Diploma,Other,Bristol University,2.27,9,3,SQL|TensorFlow|Team Collaboration,Product Manager,5,"Experienced professional with 9 years of experience. Holds a Diploma in Other. Key skills include: SQL, TensorFlow, Team Collaboration. Proven track record of delivering results in dynamic environments.",1
CAND-0763,Male,Hispanic,26,Bachelor,Economics,University of Leeds,2.29,5,6,AWS|Communication|Deep Learning|Docker|Kubernetes|Statistics,Software Engineer,1,"Experienced professional with 5 years of experience. Holds a Bachelor in Economics. Key skills include: AWS, Communication, Deep Learning, Docker, Kubernetes, Statistics. Proven track record of delivering results in dynamic environments.",1
CAND-0764,Female,White,39,Bachelor,Economics,Manchester University,3.45,4,6,Agile|Data Analysis|Problem Solving|TensorFlow|R|Python,Business Analyst,0,"Experienced professional with 4 years of experience. Holds a Bachelor in Economics. Key skills include: Agile, Data Analysis, Problem Solving, TensorFlow, R, Python. Proven track record of delivering results in dynamic environments.",1
CAND-0765,Female,White,52,Bachelor,Other,Sheffield University,3.64,14,5,SQL|Kubernetes|Git|R|TensorFlow,Data Scientist,3,"Experienced professional with 14 years of experience. Holds a Bachelor in Other. Key skills include: SQL, Kubernetes, Git, R, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0766,Female,White,51,Bachelor,Business Administration,Nottingham University,3.52,7,11,Machine Learning|SQL|NLP|Team Collaboration|Tableau|Leadership|React|Docker|C++|Java|R,Data Scientist,2,"Experienced professional with 7 years of experience. Holds a Bachelor in Business Administration. Key skills include: Machine Learning, SQL, NLP, Team Collaboration, Tableau, Leadership, React, Docker, C++, Java, R. Proven track record of delivering results in dynamic environments.",1
CAND-0767,Female,Black,38,Master,Psychology,Cardiff University,3.33,8,8,SQL|Python|Machine Learning|React|Leadership|Statistics|Problem Solving|Deep Learning,Product Manager,3,"Experienced professional with 8 years of experience. Holds a Master in Psychology. Key skills include: SQL, Python, Machine Learning, React, Leadership, Statistics, Problem Solving, Deep Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0768,Female,White,53,Master,Economics,Other Institution,3.74,12,3,NLP|Machine Learning|Statistics,Business Analyst,0,"Experienced professional with 12 years of experience. Holds a Master in Economics. Key skills include: NLP, Machine Learning, Statistics. Proven track record of delivering results in dynamic environments.",1
CAND-0769,Female,White,37,Bachelor,Economics,Cardiff University,3.44,1,8,Deep Learning|Agile|Git|Statistics|JavaScript|Java|AWS|Docker,Business Analyst,0,"Experienced professional with 1 years of experience. Holds a Bachelor in Economics. Key skills include: Deep Learning, Agile, Git, Statistics, JavaScript, Java, AWS, Docker. Proven track record of delivering results in dynamic environments.",0
CAND-0770,Male,White,43,Bachelor,Economics,University of London,3.46,8,8,Problem Solving|Tableau|Git|Leadership|TensorFlow|Agile|Java|R,Data Analyst,5,"Experienced professional with 8 years of experience. Holds a Bachelor in Economics. Key skills include: Problem Solving, Tableau, Git, Leadership, TensorFlow, Agile, Java, R. Proven track record of delivering results in dynamic environments.",1
CAND-0771,Non-binary,White,32,Bachelor,Psychology,Cardiff University,3.51,5,10,SQL|R|Tableau|NLP|C++|Leadership|Git|Excel|Machine Learning|Kubernetes,Business Analyst,3,"Experienced professional with 5 years of experience. Holds a Bachelor in Psychology. Key skills include: SQL, R, Tableau, NLP, C++, Leadership, Git, Excel, Machine Learning, Kubernetes. Proven track record of delivering results in dynamic environments.",1
CAND-0772,Male,White,33,PhD,Engineering,Sheffield University,3.71,15,8,R|Agile|Tableau|Communication|Problem Solving|Kubernetes|Python|Machine Learning,Software Engineer,4,"Experienced professional with 15 years of experience. Holds a PhD in Engineering. Key skills include: R, Agile, Tableau, Communication, Problem Solving, Kubernetes, Python, Machine Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0773,Male,White,40,PhD,Business Administration,Cardiff University,3.24,2,6,SQL|Kubernetes|Team Collaboration|NLP|AWS|TensorFlow,Software Engineer,5,"Experienced professional with 2 years of experience. Holds a PhD in Business Administration. Key skills include: SQL, Kubernetes, Team Collaboration, NLP, AWS, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0774,Male,White,30,Diploma,Data Science,Sheffield University,3.23,2,8,Leadership|Agile|Java|Kubernetes|C++|Data Analysis|TensorFlow|Python,Data Analyst,1,"Experienced professional with 2 years of experience. Holds a Diploma in Data Science. Key skills include: Leadership, Agile, Java, Kubernetes, C++, Data Analysis, TensorFlow, Python. Proven track record of delivering results in dynamic environments.",1
CAND-0775,Female,Other,37,Diploma,Other,Birmingham University,2.29,9,6,Python|NLP|React|Agile|Docker|C++,Product Manager,4,"Experienced professional with 9 years of experience. Holds a Diploma in Other. Key skills include: Python, NLP, React, Agile, Docker, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0776,Male,White,55,Master,Economics,Sheffield University,3.41,11,7,Docker|Tableau|Git|Leadership|R|C++|Team Collaboration,Data Scientist,5,"Experienced professional with 11 years of experience. Holds a Master in Economics. Key skills include: Docker, Tableau, Git, Leadership, R, C++, Team Collaboration. Proven track record of delivering results in dynamic environments.",1
CAND-0777,Male,Black,37,PhD,Business Administration,Manchester University,3.96,15,11,R|Machine Learning|NLP|Leadership|Tableau|C++|Problem Solving|Agile|TensorFlow|Java|Statistics,Product Manager,3,"Experienced professional with 15 years of experience. Holds a PhD in Business Administration. Key skills include: R, Machine Learning, NLP, Leadership, Tableau, C++, Problem Solving, Agile, TensorFlow, Java, Statistics. Proven track record of delivering results in dynamic environments.",1
CAND-0778,Female,White,32,Bachelor,Other,Other Institution,3.3,11,10,Team Collaboration|Data Analysis|SQL|Problem Solving|Tableau|Kubernetes|TensorFlow|Statistics|Python|React,Data Analyst,5,"Experienced professional with 11 years of experience. Holds a Bachelor in Other. Key skills include: Team Collaboration, Data Analysis, SQL, Problem Solving, Tableau, Kubernetes, TensorFlow, Statistics, Python, React. Proven track record of delivering results in dynamic environments.",1
CAND-0779,Female,White,47,Bachelor,Other,Sheffield University,3.08,9,8,Leadership|Statistics|JavaScript|Docker|Data Analysis|C++|Git|R,Data Scientist,4,"Experienced professional with 9 years of experience. Holds a Bachelor in Other. Key skills include: Leadership, Statistics, JavaScript, Docker, Data Analysis, C++, Git, R. Proven track record of delivering results in dynamic environments.",1
CAND-0780,Male,Black,29,PhD,Data Science,Manchester University,3.06,5,6,Leadership|NLP|Communication|Team Collaboration|Python|React,Business Analyst,0,"Experienced professional with 5 years of experience. Holds a PhD in Data Science. Key skills include: Leadership, NLP, Communication, Team Collaboration, Python, React. Proven track record of delivering results in dynamic environments.",1
CAND-0781,Male,White,47,Master,Economics,Cardiff University,2.76,15,5,R|Communication|Machine Learning|Excel|Tableau,Software Engineer,5,"Experienced professional with 15 years of experience. Holds a Master in Economics. Key skills include: R, Communication, Machine Learning, Excel, Tableau. Proven track record of delivering results in dynamic environments.",1
CAND-0782,Male,White,27,Bachelor,Economics,Birmingham University,2.45,2,8,Agile|Machine Learning|JavaScript|TensorFlow|Python|NLP|Java|C++,Data Scientist,5,"Experienced professional with 2 years of experience. Holds a Bachelor in Economics. Key skills include: Agile, Machine Learning, JavaScript, TensorFlow, Python, NLP, Java, C++. Proven track record of delivering results in dynamic environments.",0
CAND-0783,Male,White,55,Bachelor,Psychology,Cardiff University,2.61,11,4,Communication|Project Management|Deep Learning|NLP,Data Analyst,1,"Experienced professional with 11 years of experience. Holds a Bachelor in Psychology. Key skills include: Communication, Project Management, Deep Learning, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0784,Female,Other,28,Diploma,Business Administration,Bristol University,3.15,14,5,JavaScript|Data Analysis|Agile|Python|NLP,Data Scientist,4,"Experienced professional with 14 years of experience. Holds a Diploma in Business Administration. Key skills include: JavaScript, Data Analysis, Agile, Python, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0785,Female,Black,29,PhD,Mathematics,Sheffield University,2.22,5,12,JavaScript|Communication|Machine Learning|React|Project Management|NLP|Data Analysis|R|Agile|AWS|Problem Solving|Leadership,Data Scientist,5,"Experienced professional with 5 years of experience. Holds a PhD in Mathematics. Key skills include: JavaScript, Communication, Machine Learning, React, Project Management, NLP, Data Analysis, R, Agile, AWS, Problem Solving, Leadership. Proven track record of delivering results in dynamic environments.",1
CAND-0786,Female,White,45,Bachelor,Other,Birmingham University,3.59,1,8,Java|React|Problem Solving|Statistics|Machine Learning|JavaScript|SQL|R,Product Manager,4,"Experienced professional with 1 years of experience. Holds a Bachelor in Other. Key skills include: Java, React, Problem Solving, Statistics, Machine Learning, JavaScript, SQL, R. Proven track record of delivering results in dynamic environments.",1
CAND-0787,Female,White,47,PhD,Engineering,Sheffield University,2.64,14,6,Excel|Deep Learning|Docker|AWS|Team Collaboration|Problem Solving,Data Scientist,3,"Experienced professional with 14 years of experience. Holds a PhD in Engineering. Key skills include: Excel, Deep Learning, Docker, AWS, Team Collaboration, Problem Solving. Proven track record of delivering results in dynamic environments.",1
CAND-0788,Male,White,52,Master,Mathematics,Nottingham University,3.98,9,3,JavaScript|Java|Project Management,Data Scientist,2,"Experienced professional with 9 years of experience. Holds a Master in Mathematics. Key skills include: JavaScript, Java, Project Management. Proven track record of delivering results in dynamic environments.",1
CAND-0789,Female,Black,33,Master,Computer Science,Other Institution,2.06,9,9,Project Management|Tableau|C++|Java|Docker|JavaScript|NLP|Communication|Statistics,ML Engineer,5,"Experienced professional with 9 years of experience. Holds a Master in Computer Science. Key skills include: Project Management, Tableau, C++, Java, Docker, JavaScript, NLP, Communication, Statistics. Proven track record of delivering results in dynamic environments.",1
CAND-0790,Female,Hispanic,28,Master,Business Administration,Birmingham University,3.42,2,6,React|Project Management|Statistics|Deep Learning|NLP|Python,Data Scientist,3,"Experienced professional with 2 years of experience. Holds a Master in Business Administration. Key skills include: React, Project Management, Statistics, Deep Learning, NLP, Python. Proven track record of delivering results in dynamic environments.",0
CAND-0791,Male,Asian,40,Bachelor,Engineering,Bristol University,3.97,12,6,Tableau|AWS|Java|Data Analysis|Problem Solving|NLP,Software Engineer,4,"Experienced professional with 12 years of experience. Holds a Bachelor in Engineering. Key skills include: Tableau, AWS, Java, Data Analysis, Problem Solving, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0792,Female,Hispanic,49,Master,Mathematics,Birmingham University,3.88,8,9,Team Collaboration|Python|Docker|Kubernetes|AWS|TensorFlow|Project Management|React|NLP,Product Manager,0,"Experienced professional with 8 years of experience. Holds a Master in Mathematics. Key skills include: Team Collaboration, Python, Docker, Kubernetes, AWS, TensorFlow, Project Management, React, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0793,Female,White,50,Bachelor,Engineering,Manchester University,3.28,3,5,React|SQL|Communication|C++|R,Software Engineer,5,"Experienced professional with 3 years of experience. Holds a Bachelor in Engineering. Key skills include: React, SQL, Communication, C++, R. Proven track record of delivering results in dynamic environments.",1
CAND-0794,Male,Asian,47,Bachelor,Mathematics,Sheffield University,3.71,8,4,Kubernetes|Machine Learning|AWS|Project Management,Data Scientist,4,"Experienced professional with 8 years of experience. Holds a Bachelor in Mathematics. Key skills include: Kubernetes, Machine Learning, AWS, Project Management. Proven track record of delivering results in dynamic environments.",1
CAND-0795,Female,White,55,None,Other,Nottingham University,2.22,7,3,AWS|Communication|SQL,Business Analyst,0,"Experienced professional with 7 years of experience. Holds a None in Other. Key skills include: AWS, Communication, SQL. Proven track record of delivering results in dynamic environments.",0
CAND-0796,Male,Asian,50,Master,Other,University of London,3.33,6,6,Git|R|Java|Statistics|Python|Data Analysis,ML Engineer,2,"Experienced professional with 6 years of experience. Holds a Master in Other. Key skills include: Git, R, Java, Statistics, Python, Data Analysis. Proven track record of delivering results in dynamic environments.",1
CAND-0797,Female,White,34,Diploma,Computer Science,Cardiff University,2.76,9,11,SQL|Leadership|Communication|Deep Learning|Project Management|R|Agile|Python|Statistics|Kubernetes|Docker,Software Engineer,4,"Experienced professional with 9 years of experience. Holds a Diploma in Computer Science. Key skills include: SQL, Leadership, Communication, Deep Learning, Project Management, R, Agile, Python, Statistics, Kubernetes, Docker. Proven track record of delivering results in dynamic environments.",1
CAND-0798,Female,Asian,31,Master,Psychology,University of London,2.22,2,9,JavaScript|C++|Python|NLP|Communication|R|Tableau|Java|Data Analysis,Data Scientist,5,"Experienced professional with 2 years of experience. Holds a Master in Psychology. Key skills include: JavaScript, C++, Python, NLP, Communication, R, Tableau, Java, Data Analysis. Proven track record of delivering results in dynamic environments.",1
CAND-0799,Male,White,25,PhD,Data Science,Birmingham University,3.52,1,12,C++|SQL|Python|Deep Learning|React|Statistics|AWS|Excel|NLP|Agile|Problem Solving|Tableau,Software Engineer,5,"Experienced professional with 1 years of experience. Holds a PhD in Data Science. Key skills include: C++, SQL, Python, Deep Learning, React, Statistics, AWS, Excel, NLP, Agile, Problem Solving, Tableau. Proven track record of delivering results in dynamic environments.",1
CAND-0800,Female,White,51,Master,Business Administration,Nottingham University,3.07,11,6,Data Analysis|Excel|Deep Learning|Communication|AWS|TensorFlow,Software Engineer,2,"Experienced professional with 11 years of experience. Holds a Master in Business Administration. Key skills include: Data Analysis, Excel, Deep Learning, Communication, AWS, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0801,Female,White,41,Bachelor,Other,Cardiff University,3.42,7,9,Data Analysis|Deep Learning|Tableau|Project Management|AWS|Docker|NLP|Agile|C++,Data Analyst,3,"Experienced professional with 7 years of experience. Holds a Bachelor in Other. Key skills include: Data Analysis, Deep Learning, Tableau, Project Management, AWS, Docker, NLP, Agile, C++. Proven track record of delivering results in dynamic environments.",1
CAND-0802,Male,White,47,Bachelor,Engineering,Birmingham University,2.43,6,12,Project Management|Git|Problem Solving|NLP|Tableau|Agile|C++|Docker|Deep Learning|Excel|Machine Learning|Kubernetes,Software Engineer,3,"Experienced professional with 6 years of experience. Holds a Bachelor in Engineering. Key skills include: Project Management, Git, Problem Solving, NLP, Tableau, Agile, C++, Docker, Deep Learning, Excel, Machine Learning, Kubernetes. Proven track record of delivering results in dynamic environments.",1
CAND-0803,Male,Asian,41,Diploma,Economics,University of London,2.4,10,11,Communication|Problem Solving|AWS|JavaScript|Docker|Kubernetes|Agile|Python|Project Management|Team Collaboration|Excel,Business Analyst,1,"Experienced professional with 10 years of experience. Holds a Diploma in Economics. Key skills include: Communication, Problem Solving, AWS, JavaScript, Docker, Kubernetes, Agile, Python, Project Management, Team Collaboration, Excel. Proven track record of delivering results in dynamic environments.",1
CAND-0804,Male,Black,31,Master,Engineering,University of Leeds,2.82,14,6,Git|Data Analysis|React|R|NLP|Deep Learning,Product Manager,5,"Experienced professional with 14 years of experience. Holds a Master in Engineering. Key skills include: Git, Data Analysis, React, R, NLP, Deep Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0805,Female,White,28,PhD,Data Science,University of London,2.02,1,8,SQL|R|Tableau|Project Management|Data Analysis|Problem Solving|Excel|Kubernetes,ML Engineer,4,"Experienced professional with 1 years of experience. Holds a PhD in Data Science. Key skills include: SQL, R, Tableau, Project Management, Data Analysis, Problem Solving, Excel, Kubernetes. Proven track record of delivering results in dynamic environments.",0
CAND-0806,Female,Asian,50,Master,Business Administration,Sheffield University,2.61,5,5,Communication|Docker|Machine Learning|C++|NLP,Data Analyst,1,"Experienced professional with 5 years of experience. Holds a Master in Business Administration. Key skills include: Communication, Docker, Machine Learning, C++, NLP. Proven track record of delivering results in dynamic environments.",1
